,Hour,Day,Month,Electricity [MWh],PV [MWh],Price,Peak,CO2
50,2,3,January,0.030597431119997912,0.0,0.2187,Off-Peak,345.35415680706734
51,3,3,January,0.03066669601557804,0.0,0.2187,Off-Peak,331.5728032812746
52,4,3,January,0.03077237292767715,0.0,0.2187,Off-Peak,327.143082505127
53,5,3,January,0.03326354006586686,0.0,0.2187,Off-Peak,327.79933743492666
54,6,3,January,0.06984407484795717,0.0,0.2324,Peak,334.5259504653731
55,7,3,January,0.08157227116092595,0.0,0.2324,Peak,366.02618709575637
56,8,3,January,0.10497040289876644,0.0,0.2324,Peak,380.62785928379867
57,9,3,January,0.08408920462921671,0.04732123387912923,0.2324,Peak,382.10443287584786
58,10,3,January,0.08125164242723343,0.003068711204511295,0.2324,Peak,376.69032970500086
59,11,3,January,0.0796229941347743,0.02474189981900133,0.2324,Peak,375.5418835778514
60,12,3,January,0.10629359762867976,0.0073032242910260736,0.2324,Peak,377.18252090235046
61,13,3,January,0.07995502397143787,0.011273995574274942,0.2324,Peak,372.424672661303
62,14,3,January,0.0741870715132137,0.001349797521108552,0.2324,Peak,377.18252090235046
63,15,3,January,0.0667256380039875,0.0,0.2324,Peak,388.0107272440448
64,16,3,January,0.0662458111983765,0.0,0.2324,Peak,403.9249092916864
65,17,3,January,0.06532101991300207,0.0,0.2324,Peak,425.9094494399748
66,18,3,January,0.0949456340954188,0.0,0.2324,Peak,448.2221170531629
67,19,3,January,0.12300509957870095,0.0,0.2324,Peak,460.8550244518063
68,20,3,January,0.06794534375796925,0.0,0.2324,Peak,463.3159804385549
69,21,3,January,0.06254284896364254,0.0,0.2324,Peak,458.23000473260765
70,22,3,January,0.04419717755351682,0.0,0.2324,Peak,450.19088184256185
71,23,3,January,0.03816015801719857,0.0,0.2187,Off-Peak,427.22195929957405
72,0,4,January,0.033828067229148696,0.0,0.2187,Off-Peak,396.54204133144026
73,1,4,January,0.030409063652473933,0.0,0.2187,Off-Peak,363.40116737655785
74,2,4,January,0.03181560093781855,0.0,0.2187,Off-Peak,345.35415680706734
75,3,4,January,0.031975963938942475,0.0,0.2187,Off-Peak,331.5728032812746
76,4,4,January,0.031332433884837564,0.0,0.2187,Off-Peak,327.143082505127
77,5,4,January,0.03577844705559476,0.0,0.2187,Off-Peak,327.79933743492666
78,6,4,January,0.08729648195604875,0.0,0.2324,Peak,334.5259504653731
79,7,4,January,0.0882264625017341,0.0,0.2324,Peak,366.02618709575637
80,8,4,January,0.108103474433627,0.0,0.2324,Peak,380.62785928379867
81,9,4,January,0.0873255711915799,0.04437211350920574,0.2324,Peak,382.10443287584786
82,10,4,January,0.0827727389999072,0.06368745879081646,0.2324,Peak,376.69032970500086
83,11,4,January,0.07568761158295996,0.03904713099350991,0.2324,Peak,375.5418835778514
84,12,4,January,0.1036487303552852,0.0,0.2324,Peak,377.18252090235046
85,13,4,January,0.0758906359075094,0.0,0.2324,Peak,372.424672661303
86,14,4,January,0.07346996552175226,0.02680977115321706,0.2324,Peak,377.18252090235046
87,15,4,January,0.06722339943848414,0.0,0.2324,Peak,388.0107272440448
88,16,4,January,0.06518888520681618,0.0,0.2324,Peak,403.9249092916864
89,17,4,January,0.06502426963904864,0.0,0.2324,Peak,425.9094494399748
90,18,4,January,0.0993645434132846,0.0,0.2324,Peak,448.2221170531629
91,19,4,January,0.13048028715626206,0.0,0.2324,Peak,460.8550244518063
92,20,4,January,0.06864500111674421,0.0,0.2324,Peak,463.3159804385549
93,21,4,January,0.05930689459055385,0.0,0.2324,Peak,458.23000473260765
94,22,4,January,0.04406279150422123,0.0,0.2324,Peak,450.19088184256185
95,23,4,January,0.03706531427794768,0.0,0.2187,Off-Peak,427.22195929957405
96,0,5,January,0.03427285912125252,0.0,0.2187,Off-Peak,396.54204133144026
97,1,5,January,0.03048665091978358,0.0,0.2187,Off-Peak,363.40116737655785
98,2,5,January,0.030812467378656,0.0,0.2187,Off-Peak,345.35415680706734
